id,host_id,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365
15608721,86901490,Centrum-Oost,Entire home/apt,127,2,29,2018-10-21,1.18,0
15608849,7968025,Oud-Oost,Entire home/apt,150,3,5,2016-12-12,0.2,0
15609809,74190516,Westerpark,Entire home/apt,99,2,13,2017-06-04,0.51,0
15610200,14874061,De Baarsjes - Oud-West,Entire home/apt,95,3,6,2017-08-19,0.24,0
15611604,92332033,Zuid,Entire home/apt,320,1,29,2018-09-16,1.14,146
15611671,56476853,Westerpark,Entire home/apt,95,7,21,2018-08-25,0.85,0
15616455,52033106,Oud-Noord,Entire home/apt,110,3,16,2017-08-20,0.63,0
15616580,100683369,Buitenveldert - Zuidas,Entire home/apt,200,2,18,2018-10-22,0.71,69
15626210,13448536,Centrum-Oost,Entire home/apt,130,1,21,2018-07-13,0.97,6
15626614,60409350,Centrum-Oost,Entire home/apt,3142,1,0,,,178
15626831,10783651,Oostelijk Havengebied - Indische Buurt,Private room,119,2,115,2018-11-05,4.49,117
15628281,100749906,Oud-Noord,Entire home/apt,100,4,5,2017-08-18,0.21,0
15628462,14408672,Slotervaart,Private room,250,1,9,2017-05-05,0.36,61
15628664,100755208,Centrum-West,Entire home/apt,129,2,9,2017-04-18,0.36,0
15628991,36563209,Oostelijk Havengebied - Indische Buurt,Entire home/apt,120,7,2,2016-11-27,0.08,64
15630004,11860663,Zuid,Entire home/apt,120,3,9,2018-08-30,0.35,6
15630976,37995170,De Baarsjes - Oud-West,Entire home/apt,81,5,10,2018-01-19,0.4,0
15631465,8625249,IJburg - Zeeburgereiland,Entire home/apt,225,4,0,,,0
15637415,24967625,Zuid,Entire home/apt,175,2,187,2018-12-02,7.4,154
15638310,6862782,Westerpark,Entire home/apt,189,2,18,2018-11-04,0.73,0
15638911,32985070,De Baarsjes - Oud-West,Entire home/apt,300,3,11,2018-04-24,0.44,8
15639074,27392576,De Pijp - Rivierenbuurt,Entire home/apt,150,2,15,2018-11-20,0.63,20
15641922,100881539,Osdorp,Entire home/apt,78,2,23,2018-11-22,0.9,0
15641988,9521903,De Pijp - Rivierenbuurt,Entire home/apt,250,1,33,2018-06-17,1.41,363
15642871,100913405,De Pijp - Rivierenbuurt,Entire home/apt,103,2,53,2018-11-25,2.11,0
15643971,10498206,Oud-Oost,Entire home/apt,190,2,31,2018-10-22,1.42,3
15645217,38825821,Centrum-West,Entire home/apt,150,2,5,2017-09-20,0.21,0
15651912,97204642,Centrum-West,Entire home/apt,169,3,97,2018-12-04,3.79,229
15652115,97204642,Centrum-West,Entire home/apt,149,3,114,2018-12-03,4.45,274
15652360,101015694,Zuid,Private room,115,3,27,2017-11-05,1.06,0
15653120,101015694,Zuid,Private room,115,3,46,2018-04-01,1.81,0
15653509,33180205,Zuid,Entire home/apt,115,2,7,2017-05-07,0.28,0
15653533,101026697,Centrum-West,Entire home/apt,100,3,112,2018-12-01,4.46,207
15654362,9134603,Westerpark,Entire home/apt,125,3,5,2018-05-14,0.2,0
15655124,101043391,Westerpark,Private room,125,2,33,2018-10-21,1.31,23
15655489,30640525,Oud-Oost,Entire home/apt,130,3,0,,,0
15658599,6029168,De Baarsjes - Oud-West,Entire home/apt,130,10,13,2018-08-25,0.51,0
15659190,92332033,Zuid,Private room,75,1,1,2016-12-11,0.04,71
15659592,60887477,De Pijp - Rivierenbuurt,Entire home/apt,140,1,23,2018-11-15,0.9,0
15659800,101093259,Zuid,Entire home/apt,100,3,12,2018-11-25,0.47,8
15667547,12330431,Oostelijk Havengebied - Indische Buurt,Private room,84,3,32,2018-08-18,1.26,0
15668614,37920935,Osdorp,Entire home/apt,75,2,14,2018-03-25,0.55,15
15668884,669178,Oud-Oost,Entire home/apt,79,2,23,2018-12-01,0.93,49
15669525,7809021,Centrum-West,Entire home/apt,80,4,15,2018-10-31,0.6,0
15669848,13737956,De Pijp - Rivierenbuurt,Entire home/apt,385,7,11,2018-08-22,0.47,0
15670095,101182290,Oud-Noord,Entire home/apt,75,1,49,2018-11-24,1.91,315
15670208,96803268,IJburg - Zeeburgereiland,Entire home/apt,149,2,1,2017-06-22,0.06,0
15672226,20247342,IJburg - Zeeburgereiland,Entire home/apt,130,2,21,2018-11-11,1.05,0
15674012,39113987,Bos en Lommer,Entire home/apt,70,2,8,2018-09-02,0.31,0
15678365,15648289,Westerpark,Entire home/apt,150,3,5,2018-04-23,0.25,81
15693863,101182290,Oud-Noord,Entire home/apt,70,1,42,2018-12-02,1.67,275
15695883,101322995,Oud-Oost,Entire home/apt,115,2,18,2017-03-26,0.74,0
15697256,101338898,Noord-West,Entire home/apt,90,2,0,,,0
15702938,14374938,De Baarsjes - Oud-West,Entire home/apt,150,2,0,,,0
15703203,18655618,IJburg - Zeeburgereiland,Entire home/apt,160,3,0,,,0
15709596,87871054,De Baarsjes - Oud-West,Entire home/apt,79,3,16,2018-09-16,0.67,78
15710402,62521681,Centrum-West,Private room,180,2,0,,,0
15710694,57848864,De Baarsjes - Oud-West,Private room,45,2,4,2016-10-27,0.16,0
15711404,12252142,De Baarsjes - Oud-West,Entire home/apt,120,2,0,,,0
15713326,4773994,Bos en Lommer,Entire home/apt,100,1,21,2018-11-13,0.83,2
15713489,38949022,Centrum-Oost,Private room,88,1,113,2018-11-19,4.45,77
15722863,24221556,Oud-Oost,Entire home/apt,140,2,14,2018-08-17,0.6,15
15723113,97762453,Centrum-Oost,Entire home/apt,207,1,25,2018-08-06,1.05,2
15724417,101592150,Oud-Noord,Entire home/apt,130,2,5,2017-05-07,0.23,0
15726043,101606374,Oud-Oost,Entire home/apt,90,2,18,2018-11-18,0.71,0
15726563,100626720,Watergraafsmeer,Entire home/apt,340,1,13,2018-04-08,0.59,271
15726642,36029200,De Baarsjes - Oud-West,Private room,50,1,234,2018-11-24,9.22,80
15737960,45096883,De Pijp - Rivierenbuurt,Entire home/apt,200,4,11,2017-10-14,0.47,0
15739395,14710095,Watergraafsmeer,Entire home/apt,90,2,13,2017-12-25,0.52,0
15739452,101700545,IJburg - Zeeburgereiland,Entire home/apt,189,4,0,,,0
15741201,14181404,De Baarsjes - Oud-West,Entire home/apt,199,2,17,2018-05-13,0.66,17
15743069,5459772,Zuid,Entire home/apt,199,3,15,2018-08-27,0.81,0
15743102,99006285,Oud-Oost,Entire home/apt,179,2,25,2018-12-02,1.03,0
15744385,89858484,De Aker - Nieuw Sloten,Private room,65,2,38,2018-10-22,1.53,8
15749249,7839736,De Pijp - Rivierenbuurt,Entire home/apt,200,5,18,2018-09-24,0.72,7
15750247,5113662,Geuzenveld - Slotermeer,Entire home/apt,68,5,1,2018-04-02,0.12,21
15751940,68445419,IJburg - Zeeburgereiland,Entire home/apt,85,5,0,,,0
15753136,101828420,Bijlmer-Oost,Private room,69,1,55,2018-10-21,2.19,174
15753733,14536385,Westerpark,Entire home/apt,80,5,4,2018-03-18,0.16,0
15755398,20390133,De Pijp - Rivierenbuurt,Entire home/apt,300,3,8,2018-07-29,0.4,169
15756072,101857256,De Baarsjes - Oud-West,Entire home/apt,110,2,30,2018-09-09,1.21,5
15756281,14403546,De Baarsjes - Oud-West,Entire home/apt,109,4,7,2017-07-16,0.28,0
15762353,11255456,De Baarsjes - Oud-West,Entire home/apt,115,45,2,2017-10-28,0.09,0
15762373,7245756,De Baarsjes - Oud-West,Entire home/apt,450,2,9,2018-07-03,0.39,80
15762501,19918963,De Pijp - Rivierenbuurt,Entire home/apt,100,2,6,2018-09-18,0.24,0
15762537,7584468,Centrum-Oost,Entire home/apt,159,5,0,,,0
15763486,39022596,IJburg - Zeeburgereiland,Private room,79,2,40,2018-08-11,1.59,125
15766008,101091449,De Pijp - Rivierenbuurt,Entire home/apt,135,5,1,2017-03-12,0.05,0
15766031,38058269,Bos en Lommer,Entire home/apt,72,2,2,2018-04-29,0.26,0
15767097,2572266,Zuid,Entire home/apt,170,1,16,2018-10-07,0.64,0
15767547,68348715,Centrum-Oost,Private room,200,1,1,2016-12-15,0.04,0
15768650,6450923,De Baarsjes - Oud-West,Entire home/apt,106,3,20,2018-08-28,1.18,0
15771182,101988058,Bos en Lommer,Entire home/apt,90,3,6,2018-08-20,0.27,0
15771268,55294317,Westerpark,Entire home/apt,280,2,10,2018-09-15,0.4,0
15771567,101992039,De Baarsjes - Oud-West,Entire home/apt,250,2,6,2017-02-26,0.25,0
15771785,101993859,Oud-Noord,Entire home/apt,800,3,52,2018-12-01,2.3,279
15774688,89273051,Centrum-Oost,Entire home/apt,200,7,0,,,23
15778940,1610552,De Baarsjes - Oud-West,Entire home/apt,110,2,0,,,0
15778974,102054309,Westerpark,Entire home/apt,120,2,8,2018-04-01,0.37,7
15779877,102061806,De Baarsjes - Oud-West,Entire home/apt,220,2,6,2018-01-07,0.26,0
15780332,102065472,Westerpark,Entire home/apt,96,2,24,2018-06-22,1.02,0
15780441,99163836,Oud-Oost,Entire home/apt,135,2,1,2016-11-16,0.04,0
15780515,102064815,Zuid,Entire home/apt,130,3,186,2018-11-28,7.43,157
15780952,102063858,Centrum-Oost,Private room,124,3,69,2018-11-25,3.28,158
15781732,26174483,Zuid,Entire home/apt,150,4,8,2018-07-28,0.34,27
15785019,14369395,Oud-Noord,Entire home/apt,109,3,23,2018-07-16,0.93,65
15785542,64608953,De Baarsjes - Oud-West,Private room,72,1,12,2018-07-08,0.51,0
15786299,102110697,Geuzenveld - Slotermeer,Private room,50,2,41,2018-11-25,1.61,73
15786513,12611421,Westerpark,Entire home/apt,125,2,15,2018-10-10,0.64,0
15787566,47391551,Oud-Oost,Entire home/apt,175,3,14,2018-09-17,0.7,3
15788336,1541951,Oostelijk Havengebied - Indische Buurt,Entire home/apt,100,3,3,2018-05-27,0.13,17
15791681,89273051,Centrum-Oost,Entire home/apt,210,3,0,,,65
15794675,11265692,De Pijp - Rivierenbuurt,Entire home/apt,150,2,7,2018-05-14,0.3,0
15795281,5233457,Westerpark,Entire home/apt,100,3,0,,,0
15795640,102192601,Geuzenveld - Slotermeer,Private room,143,2,30,2018-10-21,1.27,79
15796245,102197430,Noord-West,Entire home/apt,175,2,26,2018-06-15,1.04,0
15796384,8828636,Westerpark,Entire home/apt,300,2,26,2017-04-24,1.03,39
15797153,5292905,Centrum-Oost,Entire home/apt,170,2,0,,,0
15797457,24941690,Westerpark,Entire home/apt,199,2,6,2018-02-18,0.4,0
15798548,102212743,De Pijp - Rivierenbuurt,Entire home/apt,130,2,2,2016-11-13,0.08,0
15799951,2555132,Centrum-West,Entire home/apt,86,2,11,2017-02-05,0.43,0
15802791,51990724,De Baarsjes - Oud-West,Entire home/apt,132,1,4,2018-07-29,0.24,88
15802808,17206361,Zuid,Entire home/apt,140,3,6,2018-08-16,0.24,4
15812858,5866796,Watergraafsmeer,Entire home/apt,150,2,11,2018-10-25,1.5,0
15814568,36807506,Centrum-Oost,Entire home/apt,140,2,4,2017-02-23,0.17,0
15814593,39113987,Slotervaart,Entire home/apt,90,2,14,2018-10-26,0.57,0
15815497,3123475,IJburg - Zeeburgereiland,Entire home/apt,195,5,0,,,64
15815673,3115733,De Baarsjes - Oud-West,Entire home/apt,110,2,2,2017-06-18,0.08,0
15816344,22879651,IJburg - Zeeburgereiland,Private room,52,2,10,2018-01-04,0.43,0
15818103,47499392,Bijlmer-Oost,Private room,100,2,25,2018-10-01,0.99,103
15819051,23575971,Centrum-Oost,Entire home/apt,300,1,28,2018-11-02,1.72,0
15820536,86589810,Westerpark,Entire home/apt,125,2,20,2018-11-18,0.8,19
15824394,102451448,De Baarsjes - Oud-West,Entire home/apt,175,2,5,2017-01-22,0.21,0
15824680,17161065,Oostelijk Havengebied - Indische Buurt,Private room,82,1,55,2018-12-02,3.22,47
15826391,1464510,De Pijp - Rivierenbuurt,Entire home/apt,91,2,13,2018-10-15,0.52,4
15828085,102481603,De Pijp - Rivierenbuurt,Entire home/apt,165,1,8,2017-04-17,0.32,0
15829679,101363963,Bos en Lommer,Entire home/apt,75,4,4,2016-12-30,0.16,0
15831919,4942993,De Baarsjes - Oud-West,Entire home/apt,169,3,12,2018-09-03,0.96,63
15832041,28223259,Zuid,Entire home/apt,220,4,0,,,0
15836221,11086724,Centrum-West,Entire home/apt,149,3,10,2018-10-07,0.51,127
15838705,37129240,Watergraafsmeer,Entire home/apt,250,3,0,,,0
15839186,56878505,De Pijp - Rivierenbuurt,Entire home/apt,135,2,28,2018-11-25,1.11,5
15839201,102583121,Centrum-West,Entire home/apt,249,2,13,2018-11-30,0.64,10
15840560,66935733,Oostelijk Havengebied - Indische Buurt,Entire home/apt,90,3,6,2017-05-15,0.27,0
15841816,102605853,De Pijp - Rivierenbuurt,Entire home/apt,139,1,0,,,0
15852655,6640130,Bijlmer-Centrum,Entire home/apt,120,3,4,2017-01-08,0.17,0
15852894,102717802,Centrum-West,Entire home/apt,95,3,29,2018-11-11,1.16,7
15853011,29808643,Slotervaart,Private room,75,1,4,2017-01-09,0.16,0
15853042,5311929,De Baarsjes - Oud-West,Private room,85,2,38,2018-12-02,1.51,0
15853826,19396637,De Pijp - Rivierenbuurt,Entire home/apt,340,2,8,2018-06-11,0.32,5
15854242,41830207,Oud-Oost,Entire home/apt,150,3,10,2018-01-01,0.4,14
15854674,102735924,Bos en Lommer,Entire home/apt,80,7,3,2016-12-24,0.12,0
15854876,19345373,Oud-Oost,Entire home/apt,110,2,17,2017-07-29,0.68,2
15860695,714761,Zuid,Private room,70,1,97,2018-11-14,4.21,143
15861762,261549,Oostelijk Havengebied - Indische Buurt,Entire home/apt,150,2,0,,,358
15862909,102816472,De Baarsjes - Oud-West,Entire home/apt,180,2,15,2018-10-28,0.68,75
15864281,14422563,Centrum-Oost,Entire home/apt,145,3,4,2017-04-24,0.17,96
15867505,10590465,Oud-Oost,Entire home/apt,85,3,26,2018-07-14,1.03,0
15869880,9073695,Centrum-Oost,Entire home/apt,115,3,18,2018-10-03,0.73,4
15870113,2917816,Oud-Noord,Entire home/apt,190,5,6,2018-08-18,0.31,63
15870523,19908943,Centrum-Oost,Entire home/apt,450,2,8,2018-10-21,0.32,220
15870570,41476476,De Pijp - Rivierenbuurt,Entire home/apt,220,3,23,2018-11-20,0.92,31
15870679,49236163,Oostelijk Havengebied - Indische Buurt,Entire home/apt,195,1,3,2018-10-28,1.11,18
15871637,1312133,De Baarsjes - Oud-West,Entire home/apt,120,3,35,2018-09-08,1.39,129
15877415,7821171,De Pijp - Rivierenbuurt,Entire home/apt,100,2,0,,,0
15878023,69958585,De Pijp - Rivierenbuurt,Entire home/apt,115,3,15,2017-05-21,0.64,0
15879657,61487621,Centrum-Oost,Entire home/apt,50,3,20,2018-07-28,0.8,0
15879685,102966624,De Pijp - Rivierenbuurt,Entire home/apt,250,2,0,,,0
15880053,82368415,Noord-West,Private room,59,1,96,2018-12-03,3.81,54
15880207,101953609,Zuid,Entire home/apt,350,3,22,2018-07-30,1.24,77
15880989,21124926,Westerpark,Entire home/apt,175,2,16,2018-06-19,0.68,0
15881741,102983886,Oud-Oost,Entire home/apt,100,2,17,2018-08-12,0.69,0
15882816,7629814,Oud-Noord,Entire home/apt,110,2,8,2018-08-19,0.32,0
15885709,28689390,Westerpark,Entire home/apt,72,1,1,2016-11-14,0.04,0
15886823,47499392,Bijlmer-Oost,Private room,60,2,12,2018-09-09,0.53,118
15893276,14643524,Zuid,Entire home/apt,80,2,6,2018-09-16,0.9,0
15893795,39530282,Geuzenveld - Slotermeer,Private room,135,2,0,,,142
15897019,13050392,Centrum-West,Entire home/apt,180,3,0,,,0
15898415,5889614,Centrum-Oost,Entire home/apt,350,3,13,2018-09-16,0.52,20
15900020,103093723,Centrum-West,Private room,71,3,93,2018-11-23,3.84,169
15901145,57170408,De Baarsjes - Oud-West,Entire home/apt,150,2,11,2018-08-06,0.56,11
15905446,920593,Slotervaart,Entire home/apt,80,3,20,2018-10-21,0.85,9
15905664,12411847,Centrum-Oost,Private room,105,2,136,2018-11-26,5.71,139
15906779,11938795,Oud-Noord,Entire home/apt,110,5,16,2018-10-19,0.68,25
15907932,84839292,Noord-West,Entire home/apt,66,90,0,,,180
15907977,102983700,Oud-Oost,Entire home/apt,125,2,11,2017-12-18,0.55,0
15908021,65859990,Westerpark,Entire home/apt,90,3,5,2018-09-12,0.21,0
15908125,5429241,Watergraafsmeer,Entire home/apt,105,7,2,2018-02-12,0.12,0
15908397,22037028,Oostelijk Havengebied - Indische Buurt,Private room,89,2,7,2018-11-04,1.6,13
15908899,103093723,Centrum-West,Private room,65,3,89,2018-11-17,3.64,166
15909074,8636090,Westerpark,Entire home/apt,160,2,18,2018-11-19,0.74,0
15910879,6634454,Oostelijk Havengebied - Indische Buurt,Private room,71,3,5,2017-09-10,0.3,0
15911681,8492548,Centrum-Oost,Entire home/apt,120,5,16,2018-09-20,0.68,33
15912260,38424639,Slotervaart,Entire home/apt,120,2,2,2016-12-04,0.08,0
15913159,12718483,Slotervaart,Private room,80,2,8,2018-10-15,0.34,0
15918053,103277604,De Baarsjes - Oud-West,Entire home/apt,150,2,3,2017-12-10,0.12,0
15921637,103304059,Centrum-Oost,Entire home/apt,290,1,36,2018-11-21,1.49,9
15922131,4473576,Centrum-Oost,Private room,145,3,35,2018-11-17,1.39,160
15922195,896230,De Baarsjes - Oud-West,Entire home/apt,125,6,12,2018-07-02,0.51,2
15922851,72540522,De Pijp - Rivierenbuurt,Entire home/apt,180,2,21,2018-11-14,0.88,362
15923759,103320078,Centrum-Oost,Entire home/apt,140,2,18,2017-08-20,0.72,0
15924786,39113987,Osdorp,Entire home/apt,64,2,9,2018-11-04,0.37,0
15926617,53052270,Watergraafsmeer,Entire home/apt,350,2,21,2018-11-11,1.03,30
15927947,88437019,Centrum-West,Entire home/apt,180,2,6,2018-10-07,0.3,28
15932597,75700099,Oud-Oost,Private room,58,1,4,2017-01-02,0.16,0
15933353,43564667,De Baarsjes - Oud-West,Entire home/apt,120,5,15,2018-10-07,0.61,12
15934725,21432973,Watergraafsmeer,Entire home/apt,120,3,30,2018-11-25,1.23,4
15935071,2333839,De Baarsjes - Oud-West,Entire home/apt,115,2,15,2018-08-17,0.62,9
15936857,76996081,De Aker - Nieuw Sloten,Entire home/apt,79,6,8,2018-02-18,0.33,226
15937258,517215,De Pijp - Rivierenbuurt,Entire home/apt,165,3,1,2016-11-26,0.04,124
15938312,24314617,Bijlmer-Oost,Entire home/apt,38,30,2,2017-06-25,0.11,54
15945206,16938824,Westerpark,Entire home/apt,117,2,5,2018-08-31,0.25,0
15946060,98297,De Baarsjes - Oud-West,Private room,120,4,66,2018-11-20,2.73,59
15946280,5104764,Bos en Lommer,Private room,63,3,82,2018-11-17,3.31,12
15948321,18076859,Westerpark,Private room,80,3,4,2017-04-17,0.16,0
15948451,16426800,Gaasperdam - Driemond,Entire home/apt,150,3,2,2018-08-29,0.14,172
15949706,40801343,Zuid,Entire home/apt,100,4,1,2016-11-15,0.04,0
15950194,3789946,Centrum-Oost,Entire home/apt,175,2,12,2018-10-21,0.51,280
15950610,57296238,De Baarsjes - Oud-West,Entire home/apt,79,2,31,2018-11-16,1.29,0
15951158,17468921,De Baarsjes - Oud-West,Entire home/apt,130,2,4,2016-12-25,0.16,0
15951181,1310254,Centrum-Oost,Entire home/apt,95,5,10,2018-06-21,0.43,0
15953085,17285554,Noord-West,Entire home/apt,139,3,12,2018-06-30,0.51,24
15953903,103583710,De Pijp - Rivierenbuurt,Entire home/apt,99,2,30,2018-12-02,1.28,0
15959684,15178012,De Baarsjes - Oud-West,Entire home/apt,250,3,18,2018-08-09,0.78,74
15963303,103668804,Centrum-West,Entire home/apt,150,2,17,2018-04-30,0.73,7
15963834,17911432,De Pijp - Rivierenbuurt,Entire home/apt,150,3,4,2017-09-19,0.16,0
15963995,47499392,Bijlmer-Oost,Private room,80,2,14,2018-10-14,0.66,141
15965281,103689535,Oostelijk Havengebied - Indische Buurt,Entire home/apt,125,3,0,,,0
15965794,29565652,IJburg - Zeeburgereiland,Entire home/apt,225,4,1,2017-01-02,0.04,0
15966037,15468161,Watergraafsmeer,Entire home/apt,120,5,0,,,0
15968048,21036002,Westerpark,Entire home/apt,175,2,14,2018-10-22,0.59,0
15968752,48513297,De Pijp - Rivierenbuurt,Entire home/apt,125,2,4,2017-01-03,0.16,84
15970340,96074261,Bijlmer-Oost,Entire home/apt,650,1,2,2017-07-02,0.11,0
15970455,8032995,De Baarsjes - Oud-West,Entire home/apt,90,7,2,2017-10-18,0.14,9
15971702,42405133,De Baarsjes - Oud-West,Entire home/apt,100,2,0,,,0
15976914,5662763,Noord-Oost,Entire home/apt,163,2,17,2018-09-30,0.7,0
15979551,103816231,Zuid,Entire home/apt,150,2,6,2017-01-02,0.24,21
15980375,103823129,Oostelijk Havengebied - Indische Buurt,Entire home/apt,140,2,2,2016-12-29,0.08,0
15984970,23256355,De Baarsjes - Oud-West,Entire home/apt,200,2,23,2018-11-11,0.93,0
15985903,103870611,De Pijp - Rivierenbuurt,Private room,60,2,14,2018-08-23,0.59,8
15986817,103877804,Westerpark,Private room,150,2,16,2017-04-30,0.68,0
15994632,59948925,De Baarsjes - Oud-West,Entire home/apt,200,2,0,,,64
15994775,79394277,Watergraafsmeer,Entire home/apt,160,2,6,2017-10-17,0.3,299
15995009,51243054,De Pijp - Rivierenbuurt,Entire home/apt,70,1,0,,,0
15995195,103651147,Centrum-West,Entire home/apt,254,2,17,2018-10-21,0.7,153
15995851,103964127,Oud-Oost,Entire home/apt,120,2,3,2018-02-19,0.26,0
15996336,103967716,Centrum-Oost,Entire home/apt,85,2,0,,,0
15997346,2667507,De Baarsjes - Oud-West,Entire home/apt,119,3,8,2018-07-04,0.34,0
15997917,31921555,Bos en Lommer,Entire home/apt,89,3,3,2018-06-24,0.13,0
15998740,103968238,Oostelijk Havengebied - Indische Buurt,Private room,106,1,0,,,0
16000095,104000692,Zuid,Entire home/apt,135,3,2,2018-05-22,0.11,36
16000278,6660212,Oostelijk Havengebied - Indische Buurt,Entire home/apt,150,3,7,2018-10-21,0.28,0
16000844,65781345,De Baarsjes - Oud-West,Entire home/apt,169,4,10,2018-08-14,0.5,11
16001180,87525851,Centrum-Oost,Entire home/apt,149,3,47,2018-11-10,1.91,29
16002054,7555475,Centrum-West,Entire home/apt,114,1,0,,,0
16003294,57099845,Centrum-West,Entire home/apt,300,4,81,2018-12-03,3.67,69
16009202,7829870,Oud-Oost,Entire home/apt,100,28,0,,,77
16009203,12856622,De Pijp - Rivierenbuurt,Entire home/apt,70,7,26,2018-11-27,1.25,231
16009775,3200643,De Baarsjes - Oud-West,Private room,70,2,20,2018-10-28,0.95,244
16011162,1464510,Westerpark,Entire home/apt,77,7,14,2017-07-17,0.61,0
16011168,1464510,Westerpark,Entire home/apt,79,7,9,2017-09-04,0.37,0
16013520,8405628,Oud-Oost,Entire home/apt,180,2,0,,,0
16014890,18263044,Westerpark,Entire home/apt,150,3,4,2017-06-19,0.17,0
16015567,43740609,Oostelijk Havengebied - Indische Buurt,Entire home/apt,100,5,13,2018-10-14,0.55,0
16015710,18052284,De Baarsjes - Oud-West,Entire home/apt,140,2,3,2018-04-22,0.16,0
16020000,104190390,Oostelijk Havengebied - Indische Buurt,Entire home/apt,70,3,3,2017-02-05,0.13,0
16020119,104191410,Zuid,Entire home/apt,180,2,34,2018-11-26,1.45,137
16021092,69471426,De Baarsjes - Oud-West,Entire home/apt,200,5,17,2018-10-28,0.91,45
16021120,104201113,Bos en Lommer,Entire home/apt,120,2,14,2018-07-28,0.75,33
16022738,70096274,Oud-Oost,Entire home/apt,198,4,8,2018-10-25,0.36,0
16023456,20027416,Bos en Lommer,Entire home/apt,80,6,9,2018-10-25,0.38,0
16023781,104225051,Oud-Oost,Entire home/apt,88,10,0,,,0
16024342,12857285,De Pijp - Rivierenbuurt,Entire home/apt,155,1,11,2017-04-09,0.48,0
16027897,2963893,Zuid,Entire home/apt,149,3,5,2018-02-11,0.2,0
16034418,612967,De Pijp - Rivierenbuurt,Entire home/apt,100,45,4,2018-09-01,0.17,89
16034725,104328764,Noord-West,Entire home/apt,109,3,23,2018-10-21,1.03,65
16034913,612967,De Pijp - Rivierenbuurt,Entire home/apt,120,45,6,2018-08-31,0.26,89
16035172,104223037,De Aker - Nieuw Sloten,Entire home/apt,160,1,35,2018-10-13,1.49,145
16037611,36507423,Zuid,Entire home/apt,79,2,2,2017-04-21,0.1,0
16038811,33636511,De Baarsjes - Oud-West,Entire home/apt,200,2,31,2018-09-30,1.31,34
16045506,1730513,Centrum-Oost,Entire home/apt,135,2,19,2017-09-27,0.81,0
16046628,2499364,De Baarsjes - Oud-West,Entire home/apt,150,5,8,2018-01-03,0.32,32
16046681,3739203,Bos en Lommer,Entire home/apt,220,6,0,,,0
16046867,1499690,Oostelijk Havengebied - Indische Buurt,Entire home/apt,164,2,34,2018-07-01,1.42,144
16046981,14358485,De Pijp - Rivierenbuurt,Entire home/apt,540,2,0,,,0
16047098,58147299,Bos en Lommer,Entire home/apt,110,3,14,2018-11-04,0.57,40
16047281,5017341,De Baarsjes - Oud-West,Entire home/apt,160,2,23,2018-10-01,0.98,8
16048151,29444198,De Pijp - Rivierenbuurt,Entire home/apt,85,2,18,2018-08-15,1.57,0
16049857,17555210,Bos en Lommer,Entire home/apt,160,2,20,2018-10-27,1.02,2
16050056,15712909,Noord-West,Private room,80,2,50,2018-11-22,2.02,178
16054224,104541877,Centrum-Oost,Entire home/apt,125,2,20,2018-02-04,0.85,18
16059910,10449592,De Pijp - Rivierenbuurt,Entire home/apt,100,2,8,2017-11-25,0.33,0
16062258,104619275,De Pijp - Rivierenbuurt,Entire home/apt,100,3,8,2018-09-18,0.34,0
16062922,13596271,Centrum-West,Entire home/apt,180,3,4,2018-11-25,0.17,6
16064001,104636287,Zuid,Entire home/apt,90,2,7,2018-07-12,0.3,0
16064113,459028,De Baarsjes - Oud-West,Entire home/apt,180,2,2,2017-08-28,0.11,77
16064972,104644762,De Pijp - Rivierenbuurt,Entire home/apt,89,1,35,2018-11-03,1.49,6
16065634,417377,Oud-Oost,Entire home/apt,200,2,21,2018-11-25,0.87,8
16067299,6334860,Westerpark,Entire home/apt,90,1,9,2016-12-23,0.37,0
16067752,20478116,Centrum-West,Entire home/apt,100,5,1,2016-12-19,0.04,0
16069039,103870611,De Pijp - Rivierenbuurt,Private room,89,2,27,2018-11-18,1.14,7
16069746,90374943,Westerpark,Private room,82,2,7,2017-06-06,0.29,0
16075969,2019675,Oud-Oost,Entire home/apt,285,1,17,2018-07-02,0.7,318
16077882,104762264,Oostelijk Havengebied - Indische Buurt,Entire home/apt,150,2,17,2018-09-02,0.69,0
16081933,7384818,De Pijp - Rivierenbuurt,Entire home/apt,165,2,128,2018-12-02,5.27,146
16084127,28289832,De Baarsjes - Oud-West,Private room,295,2,106,2018-11-24,5.97,127
16090939,14874061,Centrum-West,Entire home/apt,90,3,4,2017-01-01,0.17,0
16091870,8706418,Centrum-West,Entire home/apt,250,2,1,2017-01-02,0.04,0
16092012,2866664,Centrum-West,Entire home/apt,250,2,12,2018-10-02,0.76,0
16093425,13104598,Centrum-West,Entire home/apt,450,2,17,2018-04-23,0.72,0
16095028,2517813,Oostelijk Havengebied - Indische Buurt,Entire home/apt,150,2,14,2017-06-11,0.6,0
16095302,18581150,Westerpark,Entire home/apt,110,3,15,2018-07-06,0.64,13
16097303,104926834,Geuzenveld - Slotermeer,Private room,150,20,0,,,0
16098405,66365302,De Pijp - Rivierenbuurt,Entire home/apt,300,2,5,2017-06-25,0.25,0
16103763,104983072,De Pijp - Rivierenbuurt,Entire home/apt,150,5,3,2017-06-28,0.17,0
16104892,55561964,Westerpark,Entire home/apt,72,3,18,2017-06-18,0.74,0
